관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,WGS84위도,WGS84경도
서울특별시 중구청,서울특별시 중구 퇴계로86길19,서울특별시 중구 신당동143-23,생활방범,37.5646,127.0196
서울특별시 중구청,서울특별시 중구 장충단로8길 14 (장충동1가),서울특별시 중구 장충동1가 34-6,생활방범,37.5618,127.0072
서울특별시 중구청,서울특별시중구장충단로8길1,서울특별시 중구 장충동1가 37-14,생활방범,37.5621,127.0078
서울특별시 중구청,서울특별시 중구 장충단로6가길 21-7 (장충동1가),서울특별시 중구 장충동1가 35-43,생활방범,37.5613,127.0085
서울특별시 중구청,서울특별시 중구 장충단로6길 10 (장충동1가),서울특별시 중구 장충동1가 48-22,생활방범,37.5614,127.0070
서울특별시 중구청,서울특별시 중구 장충단로6가길 32 (장충동1가),서울특별시 중구 장충동1가 49-8,생활방범,37.5608,127.0085
서울특별시 중구청,서울특별시 중구 장충단로4길 50 (장충동1가),서울특별시 중구 장충동1가 50-30,생활방범,37.5605,127.0082
서울특별시 중구청,"서울특별시 중구 동호로20나길 30 (장충동1가, 상지리츠빌 장충동 카일룸)",서울특별시 중구 장충동1가 52-37,생활방범,37.5603,127.0072
서울특별시 중구청,서울특별시 중구 동호로30길 25 (장충동2가),서울특별시 중구 장충동2가 50-6,생활방범,37.5611,127.0043
서울특별시 중구청,서울특별시 중구 을지로 127 (을지로3가),서울특별시 중구 을지로3가 118-6,쓰레기단속,37.5666,126.9920
서울특별시 중구청,서울특별시 중구 을지로27가길 10 (주교동),서울특별시 중구 주교동 273-5,쓰레기단속,37.5678,126.9997
서울특별시 중구청,서울특별시 중구 마른내로4길 11,서울특별시 중구 인현동1가 114-2,쓰레기단속,37.5639,126.9939
서울특별시 중구청,서울특별시 중구 다산로31길 16 (신당동),서울특별시 중구 신당동 304-362,쓰레기단속,37.5617,127.0135
서울특별시 중구청,서울특별시 중구 다산로39길 46,서울특별시 중구 신당동 248-34,쓰레기단속,37.5647,127.0132
서울특별시 중구청,서울특별시 중구 퇴계로73가길 26 (신당동),서울특별시 중구 신당동 251-91,쓰레기단속,37.5661,127.0134
서울특별시 중구청,서울특별시 중구 청구로8길 22 (신당동),서울특별시 중구 신당동 304-720,쓰레기단속,37.5616,127.0139
서울특별시 중구청,서울특별시 중구 다산로35길 25-31,서울특별시 중구 신당동 241-25,쓰레기단속,37.5632,127.0142
서울특별시 중구청,서울특별시 중구 다산로29길 45 (신당동),서울특별시 중구 신당동 305-26,쓰레기단속,37.5618,127.0117
서울특별시 중구청,서울특별시 중구 동호로11다길 18 (신당동),서울특별시 중구 다산동 353-47,쓰레기단속,37.5518,127.0071
서울특별시 중구청,서울특별시 중구 동호로11마길 20-4 (신당동),서울특별시 중구 다산동 432-503,쓰레기단속,37.5514,127.0062
서울특별시 중구청,서울특별시 중구 동호로14길 42 (신당동),서울특별시 중구 다산동 417-10,쓰레기단속,37.5571,127.0103
서울특별시 중구청,서울특별시 중구 동호로11길 98 (신당동),서울특별시 중구 다산동 353-26,쓰레기단속,37.5513,127.0071
서울특별시 중구청,서울특별시 중구 동호로15가길 14 (신당동),서울특별시 중구 다산동 429-17,쓰레기단속,37.5555,127.0080
서울특별시 중구청,서울특별시 중구 동호로12길 29 (신당동),서울특별시 중구 신당동 381-27,쓰레기단속,37.5566,127.0111
서울특별시 중구청,서울특별시 중구 다산로8길 16-14 (신당동),서울특별시 중구 약수동 366-72,쓰레기단속,37.5522,127.0102
서울특별시 중구청,서울특별시 중구 동호로8나길 69 (약수동),서울특별시 중구 약수동 309-216,쓰레기단속,37.5526,127.0144
서울특별시 중구청,"서울특별시 중구 청구로1길 39 (신당동, 청구아파트)",서울특별시 중구 청구동 841,쓰레기단속,37.5578,127.0161
서울특별시 중구청,서울특별시 중구 청구로3길 80 (신당동),서울특별시 중구 청구동 340-15,쓰레기단속,37.5577,127.0148
서울특별시 중구청,서울특별시 중구 다산로44길 22-3,서울특별시 중구 신당동 121-19,쓰레기단속,37.5648,127.0182
서울특별시 중구청,서울특별시 중구 퇴계로88나길 23 (신당동),서울특별시 중구 신당동 67-32,쓰레기단속,37.5625,127.0206
서울특별시 중구청,서울특별시 중구 퇴계로90길 42 (신당동),서울특별시 중구 신당5동 155-10,쓰레기단속,37.5633,127.0218
서울특별시 중구청,서울특별시 중구 퇴계로88가길 48-11(신당5동),서울특별시 중구 신당5동 166-5,쓰레기단속,37.5629,127.0230
서울특별시 중구청,서울특별시 중구 퇴계로88다길 26 (신당동),서울특별시 중구 동화동 52-80,쓰레기단속,37.5624,127.0200
서울특별시 중구청,서울특별시 중구 다산로38길 60 (신당동),서울특별시 중구 동화동 52-33,쓰레기단속,37.5621,127.0189
서울특별시 중구청,서울특별시 중구 마장로 11,서울특별시 중구 신당동 775,교통단속,37.5683,127.0112
서울특별시 중구청,서울특별시 중구 마장로1길 21 (신당동),서울특별시 중구 중구 신당1동 777,교통단속,37.5685,127.0122
서울특별시 중구청,서울특별시 중구 다산로 289 (신당동),서울특별시 중구 신당동 193-29,교통단속,37.5681,127.0149
서울특별시 중구청,서울특별시 중구 마장로 34 (신당동),서울특별시 중구 신당동 204-1,교통단속,37.5679,127.0136
서울특별시 중구청,서울특별시 중구 소공로 46 (회현동2가),서울특별시 중구 회현동2가 18-3,교통단속,37.5591,126.9837
서울특별시 중구청,서울특별시 중구 을지로7길,,교통단속,37.5668,126.9858
서울특별시 중구청,서울특별시 중구 소공로63,서울특별시 중구 충무로1가,교통단속,37.5606,126.9800
서울특별시 중구청,서울특별시 중구 난계로 209-1,서울특별시 중구 황학동 2154,교통단속,37.5705,127.0233
서울특별시 중구청,서울특별시 중구 퇴계로50길 13 (장충동2가),서울특별시 중구 장충동2가 173-7,교통단속,37.5617,127.0011
서울특별시 중구청,서울특별시 중구 을지로 66 (을지로2가),서울특별시 중구 을지로2가 181-3,교통단속,37.5652,126.9845
서울특별시 중구청,서울특별시 중구 청구로 86,서울특별시 중구 신당동 304-411,교통단속,37.5606,127.0129
서울특별시 중구청,서울특별시 중구 퇴계로173,서울특별시 중구 충무로3가60-1,교통단속,37.5620,126.9905
서울특별시 중구청,서울특별시 중구 명동길 53 (명동),서울특별시 중구 명동1가 5-4,교통단속,37.5639,126.9852
서울특별시 중구청,서울특별시 중구 을지로39길 40 (을지로6가),서울특별시 중구 을지로6가 18-14,교통단속,37.5684,127.0054
서울특별시 중구청,서울특별시 중구 청파로 464 (중림동),서울특별시 중구 중림동 355,교통단속,37.5610,126.9684
서울특별시 중구청,서울특별시 중구 난계로17길 65 (황학동),서울특별시 중구 황학동 1835,교통단속,37.5697,127.0196
서울특별시 중구청,서울특별시 중구 소공로 106 (소공동),서울특별시 중구 소공동 87-1,교통단속,37.5641,126.9807
서울특별시 중구청,서울특별시 중구 을지로35길 25 (주교동),서울특별시 중구 주교동 315-4,교통단속,37.5679,127.0010
서울특별시 중구청,서울특별시 중구 청계천로 370 (황학동),서울특별시 중구 황학동 2545-2,교통단속,37.5708,127.0190
서울특별시 중구청,서울특별시 중구 다산로48길 27,서울특별시중구흥인동10,교통단속,37.5672,127.0179
서울특별시 중구청,서울특별시 중구 다산로 289 (흥인동),서울특별시 중구 중구 흥인동 159-4,교통단속,37.5689,127.0158
서울특별시 중구청,서울특별시중구 다산로 261,서울특별시 중구 흥인동 106,교통단속,37.5664,127.0160
서울특별시 중구청,서울특별시 중구 퇴계로75길 15 (흥인동),서울특별시 중구 흥인동 117-7,교통단속,37.5662,127.0157
서울특별시 중구청,서울특별시 중구 퇴계로83길10-4,서울특별시 중구 황학동 737,교통단속,37.5661,127.0186
서울특별시 중구청,서울특별시 중구 을지로 238 (을지로6가),서울특별시 중구 을지로6가 58-5,교통단속,37.5665,127.0046
서울특별시 중구청,서울특별시 중구 통일로4길 16,서울특별시중구순화동1-5,교통단속,37.5641,126.9687
서울특별시 중구청,서울특별시 중구 동호로 229,서울특별시 중구 장충동2가 200-71,교통단속,37.5580,127.0082
서울특별시 중구청,서울특별시 중구 칠패로 27 (순화동),서울특별시 중구 순화동 151-7,교통단속,37.5603,126.9723
서울특별시 중구청,서울특별시 중구 다산로155,서울특별시 중구 신당동 370-52,교통단속,37.5575,127.0120
서울특별시 중구청,서울특별시 중구 남대문로 81 (을지로1가),서울특별시 중구 을지로1가 178-4,교통단속,37.5659,126.9810
서울특별시 중구청,서울특별시 중구 소공로 29(회현소방서 건너),서울특별시 중구 회현동2가 89-2,교통단속,37.5581,126.9829
서울특별시 중구청,서울특별시 중구 청구로 65-1(청구E편한세상아파트 앞),서울특별시 중구 동화동 852,교통단속,37.5597,127.0149
서울특별시 중구청,서울특별시 중구 삼일대로 80(성모교차로),서울특별시 중구 명동2가 1-19,교통단속,37.5643,126.9876
서울특별시 중구청,서울특별시 중구 퇴계로 72(회현동 SK 리더스뷰),서울특별시 중구 회현동1가 206,교통단속,37.5590,126.9812
서울특별시 중구청,서울특별시 중구 충무로 9길 11 앞(을지로동 주민센터 옆),서울특별시 중구 을지로3가 65-22,교통단속,37.5668,126.9920
서울특별시 중구청,서울특별시 중구 퇴계로 22길 17(남산초교 정문 주변),서울특별시 중구 남산동2가 2,교통단속,37.5604,126.9865
서울특별시 중구청,서울특별시 중구 장충단로 13길 20(동대문 케레스타),서울특별시 중구 을지로6가 17-2,교통단속,37.5692,127.0072
서울특별시 중구청,서울특별시 중구 퇴계로54길 39 (장충동2가),서울특별시 중구 장충동2가 112-33,생활방범,37.5617,127.0047
서울특별시 중구청,서울특별시 중구 퇴계로54길 32,서울특별시 중구 장충동2가 137-1,생활방범,37.5622,127.0046
서울특별시 중구청,서울특별시 중구 퇴계로52길 37,서울특별시 중구 장충동2가 158-4,생활방범,37.5616,127.0042
서울특별시 중구청,서울특별시 중구 동호로 303 (장충동2가),서울특별시 중구 장충동2가 174,생활방범,37.5615,127.0023
서울특별시 중구청,서울특별시 중구 동호로 315 (장충동2가),서울특별시 중구 장충동2가 173-1,생활방범,37.5624,127.0024
서울특별시 중구청,서울특별시 중구 동호로28길 33 (장충동2가),서울특별시 중구 장충동2가 186-239,생활방범,37.5607,127.0037
서울특별시 중구청,서울특별시 중구 동호로24길 27 (장충동2가),서울특별시 중구 장충동2가 187-22,생활방범,37.5605,127.0054
서울특별시 중구청,서울특별시 중구 동호로25길 23-5 (장충동2가),서울특별시 중구 장충동2가 193-78,생활방범,37.5586,127.0015
서울특별시 중구청,서울특별시 중구 동호로25가길 34 (장충동2가),서울특별시 중구 장충동2가 193-138,생활방범,37.5588,127.0009
서울특별시 중구청,서울특별시 중구 동호로25길 49 (장충동2가),서울특별시 중구 장충동2가 193-170,생활방범,37.5596,127.0008
서울특별시 중구청,서울특별시 중구 동호로25가길 50 (장충동2가),서울특별시 중구 장충동2가 193-176,생활방범,37.5591,127.0004
서울특별시 중구청,서울특별시 중구 동호로25길 27 (장충동2가),서울특별시 중구 장충동2가 193-116,생활방범,37.5590,127.0014
서울특별시 중구청,서울특별시 중구 퇴계로50길 33-14 (묵정동),서울특별시 중구 묵정동 25-1,생활방범,37.5610,127.0018
서울특별시 중구청,서울특별시 중구 퇴계로50길 43-5 (묵정동),서울특별시 중구 묵정동 25-16,생활방범,37.5607,127.0013
서울특별시 중구청,서울특별시 중구 퇴계로46길 15-5 (묵정동),서울특별시 중구 묵정동 30-10,생활방범,37.5616,127.0002
서울특별시 중구청,서울특별시 중구 퇴계로52길 17 (쌍림동),서울특별시 중구 쌍림동 151-93,생활방범,37.5624,127.0039
서울특별시 중구청,서울특별시 중구 퇴계로56길 12 (쌍림동),서울특별시 중구 쌍림동 235-2,생활방범,37.5633,127.0057
서울특별시 중구청,서울특별시 중구 장충단로7길 10 (쌍림동),서울특별시 중구 쌍림동 243-5,생활방범,37.5623,127.0060
서울특별시 중구청,서울특별시 중구 동호로25길 38-5,서울특별시 중구 장충동2가 191,생활방범,37.5599,127.0022
서울특별시 중구청,서울특별시 중구 장충단로8나길25,서울특별시 중구 장충동1가38-3,생활방범,37.5628,127.0095
서울특별시 중구청,서울특별시 중구 수표로 32 (저동2가),서울특별시 중구 저동2가 47-22,생활방범,37.5639,126.9902
서울특별시 중구청,서울특별시 중구 을지로11길 23 (수표동),서울특별시 중구 수표동 27-2,생활방범,37.5672,126.9908
서울특별시 중구청,서울특별시 중구 을지로11길 28,서울특별시 중구 입정동 263-4,생활방범,37.5676,126.9909
서울특별시 중구청,서울특별시 중구 청계천로 108 (수표동),서울특별시 중구 수표동 47-1,생활방범,37.5679,126.9895
서울특별시 중구청,서울특별시 중구 을지로33길 14,서울특별시 중구 주교동 253-2,생활방범,37.5672,126.9999
서울특별시 중구청,서울특별시 중구 을지로15길 21 (입정동),서울특별시 중구 입정동 105,생활방범,37.5675,126.9935
서울특별시 중구청,서울특별시 중구 창경궁로5길 28 (산림동),서울특별시 중구 산림동 51,생활방범,37.5670,126.9965
서울특별시 중구청,서울특별시 중구 창경궁로5가길 39 (산림동),서울특별시 중구 산림동 82-3,생활방범,37.5680,126.9965
서울특별시 중구청,서울특별시 중구 을지로19길 9 (산림동),서울특별시 중구 산림동 278,생활방범,37.5671,126.9952
서울특별시 중구청,서울특별시 중구 을지로14길 8 (을지로3가),서울특별시 중구 을지로3가 315-6,생활방범,37.5658,126.9920
서울특별시 중구청,서울특별시 중구 을지로27가길 18,서울특별시 중구 주교동 269,생활방범,37.5678,127.0002
서울특별시 중구청,서울특별시 중구 충무로2길 39-1 (충무로4가),서울특별시 중구 충무로4가 28-4,생활방범,37.5623,126.9953
서울특별시 중구청,서울특별시 중구 다산로36다길14,서울특별시 중구 신당동 54-14,생활방범,37.5603,127.0199
서울특별시 중구청,서울특별시 중구 을지로18길 21 (인현동1가),서울특별시 중구 인현동1가 39-1,생활방범,37.5655,126.9945
서울특별시 중구청,서울특별시 중구 을지로16길 5-25 (을지로3가),서울특별시 중구 인현동1가 46,생활방범,37.5657,126.9942
서울특별시 중구청,서울특별시 중구 마른내로4길 3 (인현동1가),서울특별시 중구 인현동1가 113,생활방범,37.5639,126.9939
서울특별시 중구청,서울특별시 중구 을지로40길 24,서울특별시 중구 광희동1가 49,생활방범,37.5656,127.0043
서울특별시 중구청,서울특별시 중구 세종대로11길 26 앞(삼성본관빌딩 주변),서울특별시 중구 서소문동 120-35,교통단속,37.5622,126.9748
서울특별시 중구청,서울특별시 중구 필동로 6-1(행복예식장 주차장길),서울특별시 중구 필동2가 20-3,교통단속,37.5608,126.9960
서울특별시 중구청,서울특별시 중구 동호로 7길 26(약수시장 주변),서울특별시 중구 약수동 366-74,교통단속,37.5527,127.0107
서울특별시 중구청,서울특별시 중구 을지로5길19,서울특별시 중구 명동66-4,교통단속,37.5667,126.9843
서울특별시 중구청,서울특별시 중구 동호로 191,서울특별시 중구 다산동 417-6,교통단속,37.5551,127.0102
서울특별시 중구청,서울특별시 중구 동호로 218,서울특별시 중구 다산동 361-4,교통단속,37.5573,127.0092
서울특별시 중구청,서울특별시 중구 청파로 456,서울특별시 중구 중림동 355,교통단속,37.5603,126.9683
서울특별시 중구청,서울특별시 중구 다산로 36길 4,서울특별시 중구 동화동 282-6,교통단속,37.5617,127.0173
서울특별시 중구청,서울특별시 중구 동호로10길30,서울특별시 중구 신당동 842,교통단속,37.5547,127.0120
서울특별시 중구청,서울특별시 중구 청구로8길 41,서울특별시 중구 신당동 304-720,교통단속,37.5622,127.0143
서울특별시 중구청,서울특별시 중구 소공로7길2,서울특별시 중구 회현동2가 88-3,교통단속,37.5590,126.9825
서울특별시 중구청,서울특별시 중구 소공로 51,서울특별시 중구 회현동1가,교통단속,37.5598,126.9822
서울특별시 중구청,서울특별시 중구 마른내로 47-1,서울특별시 중구 초동 25-3,교통단속,37.5644,126.9929
서울특별시 중구청,서울특별시 중구 남대문로1길42,서울특별시 중구 북창동 18-9,교통단속,37.5630,126.9773
서울특별시 중구청,서울특별시 중구 장충단로275,서울특별시 중구 을지로6가18-12,교통단속,37.5692,127.0084
서울특별시 중구청,서울특별시 중구 장충단로275,서울특별시 중구 을지로6가18-12,교통단속,37.5686,127.0093
서울특별시 중구청,서울특별시 중구 창경궁로 8,서울특별시중구예관동70-41,교통단속,37.5630,126.9985
서울특별시 중구청,서울특별시중구퇴계로72,서울특별시 중구 회현동1가 190,교통단속,37.5593,126.9798
서울특별시 중구청,서울특별시 중구 서애로 12,서울특별시 중구 충무로5가 85-4,교통단속,37.5612,126.9981
서울특별시 중구청,서울특별시 중구 퇴계로 244,서울특별시 중구 충무로5가 52-25,교통단속,37.5623,126.9992
서울특별시 중구청,서울특별시중구을지로45길46,서울특별시 중구 신당동 251-160,교통단속,37.5667,127.0126
서울특별시 중구청,서울특별시 중구 마른내로28,서울특별시 중구 초동 72-10,교통단속,37.5646,126.9915
서울특별시 중구청,서울특별시중구퇴계로453,서울특별시 중구 황학동 2475,교통단속,37.5656,127.0220
서울특별시 중구청,서울특별시 중구 다산로44길 53,서울특별시 중구 신당5동 140-34,교통단속,37.5651,127.0197
서울특별시 중구청,서울특별시 중구 세종대로19길 24,서울특별시 중구 정동 4,교통단속,37.5666,126.9764
서울특별시 중구청,서울특별시 중구 청구로17길 40,서울특별시 중구 다산동 386-86,교통단속,37.5594,127.0118
서울특별시 중구청,,서울특별시 중구 순화동 217-6,교통단속,37.5632,126.9712
서울특별시 중구청,서울특별시 중구 마장로 104-1,서울특별시 중구 황학동 1387,교통단속,37.5681,127.0213
서울특별시 중구청,서울특별시 중구 마장로 89 (황학동),서울특별시 중구 황학동 1205,교통단속,37.5684,127.0197
서울특별시 중구청,서울특별시 중구 마장로 72 (흥인동),서울특별시 중구 흥인동 2-1,교통단속,37.5681,127.0178
서울특별시 중구청,서울특별시 중구 퇴계로6길 14,서울특별시 중구 남창동 186,교통단속,37.5576,126.9785
서울특별시 중구청,서울특별시 중구 퇴계로4길 50,서울특별시 중구 회현동1가 82-19,교통단속,37.5576,126.9801
서울특별시 중구청,서울특별시 중구 퇴계로12길 41,서울특별시 중구 회현동1가 55-3,교통단속,37.5578,126.9814
서울특별시 중구청,서울특별시 중구 청구로1길 23,서울특별시 중구 신당동 843,교통단속,37.5585,127.0167
서울특별시 중구청,서울특별시 중구 남대문로 10길 19,서울특별시 중구 삼각동 108,교통단속,37.5673,126.9838
서울특별시 중구청,서울특별시 중구 동호로20길 85 (신당동),서울특별시 중구 다산동 399-33,교통단속,37.5616,127.0097
서울특별시 중구청,서울특별시 중구 퇴계로90길 36 (신당동),서울특별시 중구 신당5동 154-47,교통단속,37.5636,127.0218
서울특별시 중구청,서울특별시 중구 다산로 32길 33,서울특별시 중구 신당동 290-87,교통단속,37.5610,127.0156
서울특별시 중구청,서울특별시 중구 다산로21길11,서울특별시 중구 신당동379-10,교통단속,37.5579,127.0116
서울특별시 중구청,서울특별시 중구 마른내로6길 29 (인현동2가),서울특별시 중구 인현동2가 189-10,생활방범,37.5629,126.9952
서울특별시 중구청,서울특별시 중구 을지로12길16,서울특별시 중구 을지로3가322-7,생활방범,37.5655,126.9910
서울특별시 중구청,서울특별시 중구 수표로48-11,서울특별시 중구 을지로3가322-5,생활방범,37.5656,126.9905
서울특별시 중구청,서울특별시중구퇴계로62길3-9,서울특별시 중구 광희동2가 271-2,생활방범,37.5639,127.0080
서울특별시 중구청,서울특별시 중구 마른내로10길 16,서울특별시 중구 인현동2가 172-2,생활방범,37.5636,126.9972
서울특별시 중구청,서울특별시 중구 퇴계로49길 6,서울특별시 중구 충무로5가 8-16,생활방범,37.5631,127.0005
서울특별시 중구청,서울특별시 중구 퇴계로45길 27,서울특별시 중구 예관동 70-21,생활방범,37.5640,126.9990
서울특별시 중구청,서울특별시 중구 퇴계로 63길 6-13,서울특별시 중구 을지로7가 39,생활방범,37.5649,127.0094
서울특별시 중구청,서울특별시 중구 마른내로 159-17,서울특별시 중구 광희동1가 118,생활방범,37.5615,127.0123
서울특별시 중구청,서울특별시 중구 을지로44길10,서울특별시 중구 광희동1가 142,생활방범,37.5521,127.0055
서울특별시 중구청,서울특별시 중구 창경궁로20,서울특별시 중구 예관동 70-2,생활방범,37.5643,126.9984
서울특별시 중구청,서울특별시 중구 퇴계로66길17-10,서울특별시 중구 광희동2가 137-1,생활방범,37.5636,127.0096
서울특별시 중구청,서울특별시 중구 퇴계로 334,서울특별시 중구 광희동2가 238-1,생활방범,37.5642,127.0084
서울특별시 중구청,서울특별시 중구 퇴계로 340-1,서울특별시 중구 광희동2가 179,생활방범,37.5644,127.0094
서울특별시 중구청,서울특별시 중구 동호로 194,서울특별시중구신당동374-17,생활방범,37.5554,127.0104
서울특별시 중구청,서울특별시 중구 동호로 11나길 64,서울특별시 중구 신당동 432-424,생활방범,37.5524,127.0048
서울특별시 중구청,서울특별시 중구 동호로 12길 111,서울특별시 중구 신당동 386-23,생활방범,37.5599,127.0125
서울특별시 중구청,서울특별시 중구 동호로 18길 22,서울특별시중구신당동415-13,생활방범,37.5579,127.0095
서울특별시 중구청,서울특별시 중구 다산로 11길 13,서울특별시 중구 신당동 361-13,생활방범,37.5547,127.0095
서울특별시 중구청,서울특별시 중구 동호로 17길 105,서울특별시 중구 신당동 432-376,생활방범,37.5544,127.0050
서울특별시 중구청,서울특별시 중구 동호로17길 261,서울특별시 중구 신당동 432-1695,생활방범,37.5492,127.0060
서울특별시 중구청,서울특별시 중구 동호로17길 267-14,서울특별시 중구 신당동 432-1620,생활방범,37.5498,127.0059
서울특별시 중구청,서울특별시중구 동호로11바길 35-2,서울특별시 중구 신당동 432-1014,생활방범,37.5501,127.0058
서울특별시 중구청,서울특별시 중구 다산로5길 12,서울특별시 중구 신당동 432-724,생활방범,37.5498,127.0068
서울특별시 중구청,서울특별시 중구 다산로5길 12,서울특별시 중구 신당동 432-724,생활방범,37.5497,127.0066
서울특별시 중구청,서울특별시 중구 동호로11길 108-2,서울특별시 중구 신당동 432-1084,생활방범,37.5509,127.0071
서울특별시 중구청,서울특별시 중구 다산로 165-9,서울특별시 중구 신당동 338-9,생활방범,37.5590,127.0123
서울특별시 중구청,서울특별시 중구 동호로 11가길 36,서울특별시 중구 신당동 432-132,생활방범,37.5528,127.0079
서울특별시 중구청,서울특별시 중구 동호로11길 22,서울특별시 중구 신당동 361-18,생활방범,37.5544,127.0099
서울특별시 중구청,서울특별시 중구 동호로 11마길 11,서울특별시 중구 당동 432-665,생활방범,37.5515,127.0065
서울특별시 중구청,서울특별시 중구 동호로 14길 5-10,서울특별시 중구 신당동 423-9,생활방범,37.5565,127.0099
서울특별시 중구청,서울특별시 중구 동호로 15길 35,서울특별시 중구 신당동 431-10,생활방범,37.5551,127.0086
서울특별시 중구청,서울특별시 중구 동호로17길 65,서울특별시 중구 신당동 823-12,생활방범,37.5556,127.0066
서울특별시 중구청,서울특별시 중구 동호로17가길 23,서울특별시 중구 신당동 432-177,생활방범,37.5553,127.0078
서울특별시 중구청,서울특별시 중구 동호로11라길 33,서울특별시 중구 신당동 432-1937,생활방범,37.5519,127.0050
서울특별시 중구청,서울특별시 중구 동호로11라길 41,서울특별시 중구 신당동 432-1928,생활방범,37.5516,127.0046
서울특별시 중구청,서울특별시 중구 중구 동호로11나길53,서울특별시 중구 신당동 432-457,생활방범,37.5525,127.0053
서울특별시 중구청,서울특별시 중구 동호로11바길 13,서울특별시 중구 신당동 432-980,생활방범,37.5509,127.0064
서울특별시 중구청,서울특별시 중구 다산로40길 38 (신당동),서울특별시 중구 신당5동 123-1,교통단속,37.5635,127.0183
서울특별시 중구청,서울특별시 중구 손기정로 101 (만리동2가),서울특별시 중구 만리동2가 6-1,교통단속,37.5549,126.9647
서울특별시 중구청,서울특별시 중구 난계로11길,서울특별시 중구 황학동 2523,교통단속,37.5664,127.0222
서울특별시 중구청,서울특별시 중구 만리재로35길 12 (만리동1가),서울특별시 중구 만리동1가 62-12,교통단속,37.5558,126.9676
서울특별시 중구청,서울특별시 중구 남대문로5가 12-18,,교통단속,37.5578,126.9735
서울특별시 중구청,서울특별시 중구 통일로 92,서울특별시 중구 순화동 1-170,교통단속,37.5631,126.9691
서울특별시 중구청,서울특별시 중구 퇴계로76길 39,서울특별시 중구 중구 무학동 27,교통단속,37.5634,127.0151
서울특별시 중구청,서울특별시 중구 퇴계로 408,서울특별시 중구 신당동 110-1,교통단속,37.5649,127.0169
서울특별시 중구청,서울특별시 중구 다산로36가길 59,서울특별시 중구 신당동 69-14,교통단속,37.5618,127.0211
서울특별시 중구청,서울특별시 중구 청구로3길 54,서울특별시 중구 신당동 333-204,교통단속,37.5573,127.0146
서울특별시 중구청,서울특별시 중구 퇴계로36길41,서울특별시 중구 필동2가 19-17,교통단속,37.5604,126.9955
서울특별시 중구청,서울특별시 중구 다산로34길26,서울특별시 중구 신당동 290-67,교통단속,37.5615,127.0164
서울특별시 중구청,서울특별시 중구 동호로17길 283,서울특별시 중구 다산동 432-1638,교통단속,37.5488,127.0068
서울특별시 중구청,서울특별시 중구 을지로 287,서울특별시 중구 을지로7가4-24,교통단속,37.5658,127.0104
서울특별시 중구청,서울특별시 중구 을지로 287,서울특별시 중구 을지로7가11-4,교통단속,37.5650,127.0105
서울특별시 중구청,서울특별시 중구 중구 저동1가 54,서울특별시 중구 저동1가 114,생활방범,37.5653,126.9874
서울특별시 중구청,서울특별시 중구 동호로10길 79,서울특별시 중구 신당동 333-111,생활방범,37.5573,127.0134
서울특별시 중구청,서울특별시 중구 명동8나길 34-1,서울특별시 중구 충무로1가 26-1,생활방범,37.5613,126.9831
서울특별시 중구청,서울특별시 중구 다산로 96 (신당동),서울특별시 중구 약수동 366-106,생활방범,37.5526,127.0092
서울특별시 중구청,서울특별시 중구 황학동 697,서울특별시 중구 퇴계로87길 13,생활방범,37.5657,127.0212
